ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
2995, دايم اقولها افضل امانة.. امانة الرياض شغل مميز و عمل رائع نحو التحول التقني الذكي 👍🏻🤩,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-07 20:57:58+00:00,07/03/2021
2997,  الدولة لم تُجبر احد على اخذ اللقاح إطلاقا ولم يصدر اي قانون في هيئة إجبار ..الدولة قامت بحماية مواطنيها حسب التوجه المناسب لها وأصدرت توجيهات بعدم دخول أي منشأة إلا بشهادة تطعيم وهذا حقها من يرفض التحصين لايتجه لهذي المنشآت فقط لا,Covid Vaccine,Favor,1,,,,No,1,Neutral,1,2021-09-04 05:33:48+00:00,04/09/2021
2998,من هي الشركات المستفيدة من التحول الالكتروني؟ هل هي مساهمة عندنا بالسوق السعودي؟ URL,Digital Transformation,None,0.7543,,,Not clear,No,1,Neutral,0.6265,2020-08-30 06:24:42+00:00,30/08/2020
2999,ياوزير العدل يا الصمعاني شف حل لوزارتك وزارة العدل الله لايوفقكم معطلين امورنا من رمضان بحجة التحول الالكتروني وكل اشغالنا واقفه الله يوقف رزقكم اشغلتونا ارفع بلاغ وكم رقم التذكرة   كل الدوائر الحكوميه فاتحه الله لايفتح لكم  ,Digital Transformation,Against,0.5964,A_Explicit,,,No,1,Negative,1,2020-07-23 12:59:11+00:00,23/07/2020
3000," عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الأمر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح...؟ أم صارت نكهة السياسة تلقي بضلالها حتى في مجال تسويق الأدوية و اللقاحات...!",Covid Vaccine,None,1,,,Not clear,No,1,Negative,0.6128,2021-03-16 10:31:05+00:00,16/03/2021
3001, وهذا توجه الحكومة الاستثمار في date center وتكون مركزها داخل السعودية خصوصاً مع التحول التقني الكبير,Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.7557,2022-04-28 17:17:19+00:00,28/04/2022
3002, هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدى لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,Digital Transformation,Against,0.7511,A_Explicit,,,No,1,Neutral,1,2021-07-28 20:20:40+00:00,28/07/2021
3003,#الكويت الدولة الوحيدة الي فرضت شهادة تطعيم و اهيه اقل دولة وفرت لقاح و طعمت شعبها مافي لقاح !!!! و شروط تمنع الغير مطعمين  لا حول و لا قوه إلا بالله  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣  #لا_للحظر #لا_للتطعيم_الإجباري  #لا_للتمييز URL,Covid Vaccine,Against,0.7504,A_Explicit,,,No,0.6192,Neutral,0.6192,2021-05-05 11:32:09+00:00,05/05/2021
3004,#لا_للتطعيم_الاجباري #كورونا #وزارة_الصحة  وزيرة الصحة المصرية اخذت جرعة باليسار وزيرنا اخذها من اليمين ولنعرفه كل تطعيم خذيناه باليسار🤔 مسكينة اصيبت بسكتة قلبيه بعد تطعيم واكثرنا دخلنا مستشفى انا بعد جرعه ثانيه بيومين دخلت مستشفى يعني الاعلام والوزراء بس يحثونا هم فقط تصوير ! URL,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.7017,2021-10-31 12:47:07+00:00,31/10/2021
3005,  جم مره يوضحون الدكاتره وحفظناه صم 😁 هذا لقاح لفايروس خامل حاله حال أي تطعيم اخذناه .. وبمجرد يدخل بالجسم بعدها ينتهي ويختفي ويعطي مناعه للجسم مع الوقت .. مافي شي اسمه على المدى البعيد 😬لكن التجارب هدفها  لاختبار فاعليته لجمي,Covid Vaccine,Favor,1,,F_Explicit,,No,0.6418,Neutral,1,2021-01-06 15:48:26+00:00,06/01/2021
3006, فيه كثير شباب متفوقين بس للاسف تم توظيف نساء بدالهم بحجة تمكين المرأة وانا شاهدة على ذا الشيء,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-02-03 12:51:07+00:00,03/02/2022
3007,MENTION MENTION فيه ناس صارت فيهم كورونا وعندهم مناعه ليش يجبرونهم انا وحده من الناس رافضه فكره آخذ تطعيم تجريبي,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.693,2021-05-09 10:51:56+00:00,09/05/2021
3008,  اللقاح لا يقي من الإصابة بالمرض ناس كتير جالها كورونا بعد اللقاح. عموما اللقاح اختياري حتى الآن وتوقيعك على ورقة بتحملك المسؤولية يعني اللقاح في طور التجريب لما يبقى الزامي والدول تتحمل مسؤوليته هبقى آخده زي اي تطعيم الزامي آخر,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.6077,2021-04-26 11:50:12+00:00,26/04/2021
3009, اكبر كذبة بالتاريخ  انك تقول للناس ان في تطعيم ضد الفيروسات يجعلك محصن بالكاااامل     كل من روج تلك الكذبة  سيتحمل ذنب عذابات من صدقه  من الناس الفيروسات تتحور لايمكن ايجاد لقاح   لفيروس بشكل نهائي,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Negative,1,2021-04-16 15:39:07+00:00,16/04/2021
3010,MENTION من وجهة نظري  ومن تجربتي بيتنا كله حاشته كورونا  كبيرنا وصغيرنا  والحمد لله تعافينا   بدون مستشفيات   بالبيت   ليش اخذ تطعيم  لمرض   تعافيت منه   قبل   بدون تطعيمات,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.708,2021-08-11 16:24:26+00:00,11/08/2021
3011, بنك مريض ايش فايدة التحول الالكتروني والاون لاين وعلى ابسط شي يقوللي روح الفرع,Digital Transformation,None,1,,,Not clear,No,1,Negative,0.7546,2020-12-10 07:55:30+00:00,10/12/2020
3012, التحول التقني ساعد كثير من الدول في حل كثير من المشاكل في مجال تقديم الخدمة للمواطن مما يجعله يشعر بالرضا ويدفعه للمشاركة في مجالات التنمية المتعددة فلماذا لا تتبني مصر هذة الفكرة ؟,Digital Transformation,Against,1,A_Explicit,,,No,1,Negative,1,2018-07-21 18:43:32+00:00,21/07/2018
3013, انا مع التطعيمات انها نعمة  ولكن استغرب ان تطعيم كورونا للكل وهو يأذي كبار السن وأصحاب الامراض المزمنة!  احنا ليش نطعم ! والاطفال ليش يطعمون!؟,Covid Vaccine,Against,0.7447,A_Explicit,,,No,1,Neutral,1,2021-01-13 06:16:53+00:00,13/01/2021
3014,MENTION صح مافيه تطعيم له 👍👏  البعض صادته كورونا مرتين وحتى وهو ماخذ اللقاح   الله المستعان,Covid Vaccine,Against,0.6177,A_Implicit,,,No,1,Negative,0.6827,2021-04-19 12:35:11+00:00,19/04/2021
3015, يجب أن يعاد النظر في الترافع الإلكتروني بهذا الشكل تحول الكتروني بالكامل فيه مجازفه على حساب أطراف الدعوى على الاقل التحول بالتدريج,Digital Transformation,Against,0.5965,A_Explicit,,,No,0.8011,Positive,0.4039,2020-07-04 21:57:00+00:00,04/07/2020
3016, ضحك على الذقون في الاول قالوا جرعتين من  اللقاح تحمي بعدين قالوا الجرعه ٣ تحمي واليوم يقولون لازم كل ٣ اشهر جرعه   السؤال كيف ستتم تطعيم ٧ مليار كل ٣ اشهر وماذا اذا ظهرت كل ٣ اشهر متحوره من كورونا ؟ هل يعطون الناس كل اسبوع جرعه جديده ؟ وهل سيتحم,Covid Vaccine,Against,1,A_Implicit,,,No,0.6953,Negative,0.6208,2021-12-10 11:04:08+00:00,10/12/2021
3017,"عائلة تمكين تكبر يوماً بعد يوم  بعد 3 سنوات ها نحن معاً وسوياً نمضي في تحقيق أحلامنا وأحلامكنّ   نكمل مسيرة العطاء مع التوفيق بين وظيفة المرأة المقدسة ""الأمومة"" وبين حاجة المجتمع إلى كفاءات نسائية عالية المستوى.  #شريكات_في_الانجاز_شريكات_في_القرار تمكين .. #حلمك_أصبح_أقرب ",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.888,2021-03-09 19:35:17+00:00,09/03/2021
3018,عصر تمكين المرأه السعودية ♥️✨. ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.7514,2021-01-15 15:31:52+00:00,15/01/2021
3019,كنا نعاني من توظيف الاجانب والحين صارت المعاناه دبل مع تمكين المرأه  #الشهاده_الجامعيه,Women empowerment,Against,0.7728,A_Explicit,,,No,1,Negative,0.7628,2021-03-01 09:59:03+00:00,01/03/2021
3020,#خذ_الخطوه_بلغ_عن_اضرار_اللقاح #لا_للتطعيم_الاجباري185 #لا_للتطعيم_الاجباري #الجرعة_التنشيطية #الجرعة_الثالثة  لكل من تضرر شفاكم الله وعافاكم  ومن فقد جبر الله مصابكم وغفر لميتكم  MENTION  ارجو إيقاف الاجباري ياملكنا 🙏,Covid Vaccine,Against,0.7504,A_Explicit,,,No,1,Negative,0.7559,2021-11-12 10:54:44+00:00,12/11/2021
3021,#خذ_الخطوه_بلغ_عن_اضرار_اللقاح #لا_للتطعيم_الاجباري186 #لا_للتطعيم_الاجباري #متضرري_اللقاح #ولي_العهد كورونا #الجرعة_التنشيطية #الجرعة_الثالثة تكفى ياملكنا وقف اللقاحات الإجبارية منشنو ان شاء الله يشوف تغريداتنا MENTION,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.7289,2021-11-13 10:44:09+00:00,13/11/2021
3022, السؤال لماذا ؟ كورونا مرت على ولدي عمره 9 سنين بردا وسلاما ليوم واحد لماذا الإصرار على تطعيم جيل صغير مقبل على الحياة ؟؟؟؟,Covid Vaccine,Against,0.7472,A_Explicit,,,No,1,Neutral,0.693,2021-03-25 16:51:20+00:00,25/03/2021
3023, ع ان كثير من التقنيين بالكويت والشعب الكويتي متفاعل جدا بالمواقع بشكل عام يعني شعب مثقف تقنيا اش مشكلة التحول التقني لدى الحكومة؟؟,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-08-04 10:10:24+00:00,04/08/2020
3024,خطوات رائعة في تمكين المرأة شكراً لوزارة الداخلية وكل القطاعات الحكومية والخاصة على تمكين المرأة من اغلب وظائفها. ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-07 10:40:06+00:00,07/03/2021
3026,شكراً وزارة الموارد البشرية قرارت متلاحقة تصب في مصلحة تمكين المرأة يوم بعد يوم اصبحت المرأة شريك حقيقي للرجل . ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-18 21:27:55+00:00,18/03/2021
3027,الله يكتب أجر كل إنسان سعى في التحول الإلكتروني للخدمات  والله إنها أسهل عمرة سويتها بـ #رمضان في حياتي         URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.5748,2021-04-15 09:01:47+00:00,15/04/2021
3028,مقاومة التحديث التقني قد تأتي في صورة مدير أو رئيس مجلس يشعر بالخطر عندما تستبدل النماذج العتيقة التي يحفظ كيفية بناءها و تعبئتها ويخشى من التحول بسبب الأمية التقنية التي يرفض أن يعالجها. لذا تأكد من توافر ثقافة تقنية كافية في المنظمة قبل التحول.,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.616,2022-03-27 10:41:38+00:00,27/03/2022
3029,لما تشوف هذا الاهتمام و هذي المتابعة الدقيقه لأدق التفاصيل في القطاع التقني من سمو سيدي ولي العهد الله يحفظه راح تعرف حجم التطور و التحول الرقمي في المملكة و حلقة معالي #عبدالله_السواحة_ليوان_المديفر فيها تفاصيل كثير عن هذا التحول الرقمي الكبير في السعودية URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7721,2022-04-17 10:46:53+00:00,17/04/2022
3030,نجاح تطبيقات محلية يقف وراءها أفراد سعوديون مثل جاهز ومرسول وحراج وفودكس وغيرها يخلق ثروة إقتصادية كبيرة وفرص عمل وثقافة جديدة في المجتمع. التحول التقني والرقمي في المملكة يتواكب مع رؤية 2030 ويخلق آفاق جديدة غير تقليدية في الأعمال والإقتصاد والمجتمع ويضعها في مراكز متقدمةعالميًا,Digital Transformation,Favor,0.7339,,F_Explicit,,No,1,Positive,0.7611,2022-04-17 19:08:40+00:00,17/04/2022
3031,احجز للتطعيم ضد جائحة كورونا حالا واحجز لأي تطعيم متوفر واترك التشرط رجاءا. ولا تستمع للمشككين فجميع اللقاحات المتوفرة بوزارة الصحة فعالة ونفعها اكبر بكثير من ضررها بإذن الله تعالى .حتى الدرن والجدري كان لتطعيماتها مشككين حينما ظهرت .احجز قبل ان تندم على تقاعسك لا قدر الله.,Covid Vaccine,Favor,1,,,,No,1,Positive,1,2021-04-24 13:20:39+00:00,24/04/2021
3032,   سنة التجارب الطبية أكبر تجربة طبية في التاريخ ويقصد بذلك تطعيم كورونا الذي قد يتم اعطاؤه لملايين البشر,Covid Vaccine,None,0.5781,,,Not clear,No,1,Neutral,1,2020-12-15 06:09:59+00:00,15/12/2020
3033,ثم يقول احدهم ماذا عن الحكام العرب؟ نعم ماذا عنهم  لماذا يستميت الحكام الطغاة في تمكين المرأة؟ لماذا اول وسيلة لتودد الطغاة العرب للغرب وخاصة امريكا يكمن في تشريع قوانين تخص المرأة مخالفة للدين والثقافة! تمكين المرأة لن يمكن الا السفلة من جسدها  ويدمر الأسرة مفهومًا وكيانا,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-01-08 11:03:15+00:00,08/01/2022
3034,فمن المتوقع أن يسهم هذا التحول في زيادة الطاقة الاستيعابية وزيادة تخصصات تقنية وَفَنِّيَّة جديدة لمواكبة الطلب المتزايد على برامج التدريب التقني.   يأتي هذا الإنجاز بفضل الله ثم بالدعم السخي والمُستمر من قيادتنا الرشيدة - حفظها الله - وقيادات المؤسسة والمنطقة وتضافر الجهود,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-05-31 09:54:42+00:00,31/05/2021
3035,كثير من المستهلكين توجهوا للشراء #اونلاين بسبب الخيارات المتاحة الكثيره والمتنوعة مما يشجع على التحول التجاري #الإلكتروني   #متجر_ساتكو URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.7527,2021-09-29 13:46:25+00:00,29/09/2021
3036,ترك الإعلام للبرامج الترفيهية والمقابلات التافهة فقط وعدم وجود برامج تثقيفية وتعليمية خاصة في المجال التقني سيجعلنا شعب متخلف أقصى مراحل التطور لديه هو تقديم خدمة التراسل بالواتس آب ويسميها التحول الرقمي والتطور التقني وهذا عيب.,Digital Transformation,Favor,0.7272,,F_Explicit,,No,1,Positive,1,2020-01-22 10:26:05+00:00,22/01/2020
3037,المسلسل اصلا فكرة قائمه على تمكين المرأه وهذا شيء يستحق التمجيد ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.7551,2021-02-17 20:46:47+00:00,17/02/2021
3038,MENTION MENTION بالضبط بعد كم يوم من الدوامات بيقولون ارتفعت الحالات نكمل الدراسه عن بعد و نبدا ف الجرعه الثالثه التنشيطيه و يلا ع هالموال خططهم مكشوفه فاحت ريحتها ب اختصار 🤦🏻‍♀️,Covid Vaccine,Against,1,A_Explicit,,,No,0.7118,Negative,0.6366,2021-08-30 04:08:22+00:00,30/08/2021
3040,شكر كبير لوزارة العدل على التحول الإلكتروني العظيم عمل جبار هذا التطور في أبهى حلة,Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.4007,2021-03-03 09:21:13+00:00,03/03/2021
3041,  اعراض جانبيه طبيعيه عزيزه . ما لاحظتي اعراض لقاح الدرن على الاطفال كلنا علامه تطعيم الدرن باقيه حتى اليوم,Covid Vaccine,Favor,1,,F_Implicit,,No,1,Neutral,1,2021-04-08 14:22:01+00:00,08/04/2021
3042,  الحل برأيي هو عمل مقابلات واختبارات للديناصورات الموجودة في المناصب العليا في مجال التحول الإلكتروني ومن يرسب يتم استبداله بكفاءات تفهم  وعقليتها جيدة   وإلا فالبيروقراطية وتعطيل المعاملات سيستمران وهذا يتنافى مع #رؤية_عمان_20,Digital Transformation,Favor,0.7448,,F_Implicit,,No,1,Positive,0.7527,2022-03-31 15:44:57+00:00,31/03/2022
3043,  خذيه لانه مجاني هههه خذيه لانك بتسافرين ههه وخلي غيرك بحالهم يمكن بعد سنه تظهر الاعراض عليك ماتدرين وتتمنين تكوني من حزب المؤامره .. يعني شخص معافى ولا فيه اعراض كورونا اللي مهولينه يروح ياخذ تطعيم مايعرف هل بيموته بعد يومين او لا,Covid Vaccine,Against,1,A_Implicit,,,Yes,1,Negative,1,2021-03-19 05:47:08+00:00,19/03/2021
3045,هذا اليوم اختيار إلهي لتأريخ حدث عظيم في حياتي وانجاز كبير لي .  الحمدلله استطعت المساهمة في تمكين المرأة 😄 ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-01 18:35:21+00:00,01/02/2021
3046, المشكله مطعمين فوق ال ٢٠ تطعيم من الولاده الى ١٨ سنه عادي غير تطعيمات الحج  غير لما بيسافرون لبعض الدول سياحه  لازم ياخذون بعض التطعيمات عادي بس كورونا مؤامره .. حسبي الله على من غسل مخ الناس بخرابيط المؤامرات .. المشكله الدنيا ماراح توقف وا,Covid Vaccine,Favor,0.7446,,F_Explicit,,No,1,Neutral,0.6761,2021-03-12 09:51:33+00:00,12/03/2021
3047,"لكل من سأل عن إمكانية  تلقي الجرعة الثانية بعد الأخبار المتداولة عن تطعيم أوكسفورد/استرازانيكا    🛑 توصيات بريطانية 🇬🇧 من تلقى الجرعة الأولى من لقاح أوكسفورد دون أي أعراض خطيرة، يتلقى الثانية من نفس اللقاح دون خوف ..     ",Covid Vaccine,Favor,1,,F_Implicit,,No,1,Positive,1,2021-04-23 12:51:19+00:00,23/04/2021
3048,      الفساد هو وظيفة المراه وقيادتها للسيارة وكثرة خروجها من المنزل  تمكين المراه والقوانين الحديثه هي الفساد بعينه  ومن يتزوج في هذا الزمن وفي ظل هذه القوانين ارتكب مخاطره كبيره وان مو ,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-03-28 10:22:30+00:00,28/03/2021
3050,ابوي لازم يوثق حدث تطعيم كورونا لكل فرد بالعايله😭😂!,Covid Vaccine,Favor,0.6123,,F_Explicit,,No,0.6366,Neutral,0.7118,2021-03-25 11:15:57+00:00,25/03/2021
3052,MENTION لو بنختار بنفسنا كل دوا ناخذه وكل تطعيم عيل لازم الكل يدرس ويختص بكل تخصصات الطب عشان يفهم. احنا ناخذ أدوية ما نعرف مكوناتها و تطعمنا من صغرنا تطعيمات ماندري شنو اهيا وقفت على تطعيم كورونا؟,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,0.6838,2021-08-04 22:46:44+00:00,04/08/2021
3053,"المذيعة تسأل رئيس شركة #فايزر : لماذا لم تتلق تطعيم كورونا حتى الآن؟ ويرد: ""أنا أبلغ من العمر 59 عامًا وبصحة جيدة ولا أعمل في الخطوط الأمامية. لذا فإن التطعيم لا يُنصح - يوصى - به بالنسبة لي! ",Covid Vaccine,Against,0.7472,A_Implicit,,,No,1,Neutral,1,2021-01-27 14:03:29+00:00,27/01/2021
3054,MENTION MENTION بسبب تطعيم كورونا زادات الجلطات بشكل كبير,Covid Vaccine,Against,1,A_Implicit,,,No,1,Negative,0.6128,2021-09-12 23:23:56+00:00,12/09/2021
3055,لاستكمال منظومة التحول الرقمي ..  #وزارة_العدل تتيح خدمة #التقاضي_الإلكتروني للمستفيدين .. تعرف على الخطوات وإجراءات التقاضي. #السعودية_الجديدة #رؤية_2030 URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-06-05 00:12:03+00:00,05/06/2020
3056,  كلام غير صحيح  اختي العزيزه اللقاح للكل مع العلم تم تطعيم فئات المجتمع بلقاح فايزر وايضا الكادر الطبي وايضا لقاح استرازينيكا سوف يتم تلقيح فئات المجتمع وبقيه العاملين الصحيين,Covid Vaccine,Favor,1,,,,No,1,Neutral,1,2021-02-08 14:36:30+00:00,08/02/2021
3059,بدأت #وزارة_المالية مسيرتها نحو التحول الرقمي في عام 2018  واليوم نجحت الوزارة في أتمتة 99-100% من خدماتها الداخلية والخارجية  حيث قامت بأتمتة 27 عملية داخلية و12 خدمة إلى المتعاملين عبر الموقع الإلكتروني والتطبيق الذكي   #اقتصاد #الإمارات #وزارة_المالية #رادار_نيوز #مرآة_الخبر URL,Digital Transformation,Favor,0.7432,,F_Explicit,,No,1,Neutral,0.7407,2021-10-17 10:43:31+00:00,17/10/2021
3060, اولا انا ما اخذتها برضاي كنت طفل  ثانيا تطعيمات الاطفال عينات ميتة  من الفايروس يعني اقل ضرر بكثير  تطعيم كورونا علاج جيني,Covid Vaccine,Against,1,A_Implicit,,,No,1,Neutral,0.699,2021-07-07 20:25:21+00:00,07/07/2021
3061, التحول التقنى ليس من صالح البشرريه لانه سوف يكبر الكروش ويزيد الكسل .. 🙄,Digital Transformation,Against,0.5881,A_Explicit,,,No,1,Negative,1,2022-02-28 15:47:21+00:00,28/02/2022
3062,  ما شاء الله.. جهود طيبة يبدو أن وزارة الأوقاف تدخل سباق التحول الإلكتروني بقوة  وتختصر المسافات  لتحدد مكانتها المتميزة بين باقي الوزارات.. فالبقاء ليس لمن يواكب الركب  بل لمن يسابقه ويتفرد بأدائه...,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.5819,2021-06-16 21:02:04+00:00,16/06/2021
3063,"أنا #نسوي و مع حقوق و تمكين #المرأة ، عاشت #المرأة و يسقط النظام #الذكوري #العنصري المتحيز للذكر.",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.7133,2021-04-07 15:59:33+00:00,07/04/2021
3064,الكثير من مشاريع التحول التقني عبارة عن شراء تقنيات وتوظيف ولا يتم التخطيط لها بشكل جيد.  الذي يستطيع الموازنة بين الأوليات ومستوى الانفاق وتوجيه للمكان الصحيح  غالبًا ما يصل إلى نتائج واضحة وتقل الحاجة للمزيد من التغييرات والمشاريع. #الامن_السيبراني URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-08-17 15:08:18+00:00,17/08/2020
3065,MENTION عن نفسي اخذت الجرعتبن من لقاح فايزر واي شخص غير راغب في أخذ اللقاح هو حر لكن لا يتحدث عن مساوئ اللقاح 💉 يعني الان دول العالم كله ع خطأ في تطعيم مواطنيها,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,0.689,2021-08-20 06:31:27+00:00,20/08/2021
3067,ما يدعونه حقوق انسان هي  الالحاد  المثلية  تمكين المرأة يعني نزع الستر عنها ⁉️⁉️  كلها من اجل تفكيك الاسرة وتفكيك المجتمع وايجاد دولة ضعيفة سهل التحكم بها والسيطرة على مقدراتها,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-02-14 10:07:58+00:00,14/02/2021
3068,  أستاذه يبالنا قبل دورة الموظفين وبعدها تحول رقمي تراه اذا البعض متقاعس هل بيفيد التحول الإلكتروني,Digital Transformation,None,0.6165,,,Not clear,No,1,Negative,0.7519,2020-10-06 13:35:13+00:00,06/10/2020
3069,عملية الأعتماد على التحول الرقمي والأثبات الإلكتروني لها مخاطر ومكلفة فلازم يكون فيه اعتماد على البشر URL,Digital Transformation,Against,0.5881,A_Explicit,,,No,0.5863,Neutral,0.3994,2021-12-29 11:47:01+00:00,29/12/2021
3070, التطبيق جميل وفكرته راىءعه ولكن لاتغتروا بتصريحات الوزاره التي تدعي انها تحولت إليكترونيا في مدارسها وبرامجها حتى اليوم لم توفر الشبكه التي تلبي التحول التقني,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.4015,2020-02-19 05:04:23+00:00,19/02/2020
3071, ترى نص الموجودين مأخذين شنو تعب فيه عادى كل لقاح الجسم يفرز اجسام مضاده تهاجم هذا رده فعل الجهاز المناعى حتى تطعيم اليهال يصير فيهم سخونه يوم ويروح,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,0.7118,2021-03-15 13:30:30+00:00,15/03/2021
3072, جاتني كورونا بدون تطعيم واعراضي اقل منك,Covid Vaccine,Against,0.7487,A_Explicit,,,No,1,Neutral,0.693,2021-08-02 22:01:39+00:00,02/08/2021
3073,#تمكين_المرأه #السعودية  عصر النهضة بالمرأة في كل الميادين ❤️ شكراً ولي العهد ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-19 22:01:10+00:00,19/04/2021
3075,MENTION قناعتي لن تتغير لاآخر يوم في حياتي ان تطعيم كورونا اذى ماضرك ماراح ينفعك,Covid Vaccine,Against,0.7447,A_Explicit,,,No,1,Negative,0.6317,2021-08-30 21:14:39+00:00,30/08/2021
3077,قمة السطحيه في طرح موضوع تمكين المرأة.. يهمني موضوع تمكين المرأه لدرجة لايمكن وصفها.. واهو مايقتصر على ان حضرتج تندعمين غصب للوصول للمجلس..!! ,Women empowerment,Favor,0.7306,,F_Explicit,,No,1,Negative,0.6133,2020-12-08 22:10:00+00:00,08/12/2020
3078, هذا تمكين المرأه اللي ربي يفكنا منه!!,Women empowerment,Against,0.5998,A_Explicit,,,No,1,Negative,0.7945,2020-12-27 18:25:40+00:00,27/12/2020
3080,حضور ممثلتي تجمع اصحاب الحضانات في مؤتمر ( تمكين المرأة والاسرة) . ,Women empowerment,Favor,0.7312,,F_Explicit,,No,1,Neutral,1,2021-03-08 09:30:00+00:00,08/03/2021
3081,MENTION شنو المشكلة ان يكون في جرعة ثالثة  احنا ماعندنا تحفظ على التطعيم عشان جذي نتقبل فكرة جرعة تنشيطية  الناس اللي رافضة الجرعة الثالثة اساسا عندها مشكلة بالتطعيم. ومن بداي الازمة وموضوع الجرعات التنشيطية كان مطروح. لو كان في التزام وتوسع بالتطعيم من البداية جان ما احتجنا جرعة اضافية,Covid Vaccine,Favor,1,,F_Implicit,,No,1,Neutral,0.3872,2021-08-13 16:34:18+00:00,13/08/2021
3082,MENTION نرفض حقوق المرأة السياسية تصويت وانتخاب  بعدين يصير أمر واقع نقول يصير تدش المجلس بس وفقا للضوابط الشرعية  بعدين نرفض دخولها السلك القضائي  بعدين نرفض دخولها الجيش.  بس بنفس الوقت نقول احنا مع تمكين المرأة.,Women empowerment,Against,0.5994,A_Explicit,,,No,1,Negative,0.5616,2022-01-10 19:02:18+00:00,10/01/2022
3084,ولازالت آثار تمكين المرأة وزجها في أتون الوظائف تجر الويلات للمرأة في بلاد المسلمين    #وقرن URL,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-01-25 03:30:19+00:00,25/01/2022
3085,فيديو: الجلسة الثانية من مؤتمر تمكين المرأة: إعادة النظر في المادة 153 من قانون الجزاء  ,Women empowerment,None,0.7818,,,Not clear,No,1,Neutral,0.7824,2021-03-08 20:15:02+00:00,08/03/2021
3086,التحول الرقمي هو الاستثمار في الفكر وتغيير السلوك لإحداث تحول جذري في طريقة العمل  عن طريق الاستفادة من التطور التقني الكبير الحاصل لخدمة المستفيدين بشكل أسرع وأفضل. ويوفر التحول الرقمي إمكانات ضخمة لبناء مجتمعات فعالة  تنافسية ومستدامة .   #العطاء_الرقمي_في_اليوم_الوطني,Digital Transformation,Favor,1,,F_Explicit,,No,1,Negative,1,2020-09-22 10:21:05+00:00,22/09/2020
3087," التركيز فقط على لقاح اكسفورد لانه يباع بسعر التكلفه والكل يحاربه، الملايين خذوا تطعيم استرازينيكا اكسفورد وانا واحد منهم، الي توفوا هذول كان يومهم والاسباب تلقى عندهم مشاكل صحية قبل اللقاح، الالاف يموتون يوميا بالعالم بالجلطات بدون اي تطعيم.",Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,0.6259,2021-04-03 10:40:06+00:00,03/04/2021
